school_name,state,number_of_ratings,facilities,location,happiness,opportunities,clubs,social,safety,food,internet
Western Oregon University,Oregon,200.0,4.1,3.4,4.0,3.4,3.3,3.3,4.5,3.2,3.3
Western Washington University,Washington,705.0,4.0,4.4,4.1,3.7,3.8,3.6,3.6,3.0,3.3
Western Colorado University,Colorado,51.0,3.9,4.0,3.9,3.2,3.1,3.2,4.3,2.3,3.2
Westminster College,Utah,96.0,4.0,4.3,3.8,3.8,3.4,3.4,3.8,2.6,3.5
Westmont College,California,77.0,3.8,4.6,3.6,3.9,3.3,3.4,4.5,2.5,2.6
Westminster College,Missouri,26.0,3.7,3.0,4.3,4.1,3.8,4.1,3.8,2.6,3.5
Wheaton College,Massachusetts,105.0,3.8,2.9,3.8,3.9,3.6,3.4,4.1,3.0,3.8
Wheaton College,Illinois,135.0,4.2,4.1,4.4,4.2,4.0,3.8,4.7,4.0,3.3
Whitman College,Washington,56.0,4.4,3.3,4.3,3.9,4.0,3.9,4.1,3.9,4.1
Whittier College,California,103.0,3.3,3.2,3.2,3.3,3.0,3.0,3.6,2.6,2.9
Widener University,Pennsylvania,140.0,3.4,2.3,3.4,3.6,3.3,3.0,3.1,2.6,3.2
Wichita State University,Kansas,315.0,3.8,3.2,3.6,3.5,3.3,3.1,3.3,3.2,3.2
Whitworth University,Washington,109.0,4.2,4.0,4.1,3.9,3.6,3.8,4.1,2.8,3.2
Wilberforce University,Ohio,8.0,2.0,1.9,3.0,3.0,3.1,3.3,3.0,2.1,2.3
Willamette University,Oregon,95.0,4.1,3.3,3.9,3.8,3.7,3.4,3.3,3.0,3.5
Mitchell Hamline School of Law,Minnesota,20.0,3.3,4.1,3.7,3.7,3.3,3.0,3.6,2.6,4.0
William Jewell College,Missouri,37.0,3.9,3.9,4.0,3.9,3.3,3.4,4.3,3.2,3.3
William Howard Taft University,California,2.0,3.0,5.0,5.0,4.5,4.0,2.5,4.8,3.0,4.0
William Paterson University,New Jersey,299.0,3.5,3.5,3.6,3.4,3.3,3.1,3.8,2.6,3.4
William Penn University,Iowa,21.0,2.6,2.3,2.7,3.0,2.5,2.7,3.7,2.2,2.2
William Woods University,Missouri,22.0,2.1,2.2,2.2,2.5,2.5,2.2,2.8,1.8,1.8
Williams Baptist University,Arkansas,11.0,3.0,2.3,3.8,3.4,2.9,3.5,3.6,2.9,3.2
Williams College,Massachusetts,26.0,4.3,3.4,4.0,4.3,3.8,3.6,4.3,3.4,4.2
Wilson College,Pennsylvania,22.0,3.5,3.3,3.5,3.3,3.8,3.1,4.4,2.4,2.5
Wingate University,North Carolina,100.0,3.6,3.0,3.5,3.6,3.4,3.2,3.2,2.4,3.0
Winston-Salem State University,North Carolina,49.0,3.4,3.2,3.7,3.8,3.7,3.5,3.4,3.0,3.3
Winona State University,Minnesota,369.0,4.2,4.1,4.1,3.7,3.7,3.6,4.1,3.2,3.9
Winthrop University,South Carolina,284.0,4.1,3.7,4.0,3.8,3.7,3.5,3.3,2.9,3.2
Wittenberg University,Ohio,54.0,3.7,2.9,3.6,3.9,3.9,3.9,3.2,2.5,3.1
Woodbury University,California,40.0,3.4,3.8,3.3,3.2,2.4,2.7,3.2,2.7,2.6
Worcester Polytechnic Institute,Massachusetts,241.0,4.0,3.3,4.0,4.4,3.8,3.6,4.1,2.7,3.8
Wofford College,South Carolina,98.0,4.6,3.8,4.5,4.5,4.1,4.2,4.4,3.4,3.6
Wright State University,Ohio,434.0,3.6,3.7,3.5,3.4,3.2,2.9,3.8,3.1,3.4
Yale University,Connecticut,64.0,4.1,3.4,4.1,4.3,3.9,4.0,3.6,3.9,4.0
Yeshiva University,New York,66.0,3.0,3.6,3.9,4.2,3.5,3.5,3.8,3.4,3.9
York College of Pennsylvania,Pennsylvania,223.0,3.7,3.1,3.6,3.6,3.4,3.3,2.6,2.5,3.0
York University,Nebraska,51.0,3.2,2.9,3.2,3.1,3.0,3.0,2.2,3.1,3.1
Dallas Baptist University,Texas,201.0,4.3,3.9,4.1,3.6,3.3,3.6,4.7,3.0,3.2
Youngstown State University,Ohio,310.0,3.7,3.2,3.7,3.6,3.2,3.3,3.4,3.4,3.4
Bakersfield College,California,277.0,3.3,3.3,3.6,3.4,2.9,3.0,3.0,3.2,3.3
San Jose City College,California,86.0,3.3,3.5,3.2,3.1,2.5,2.8,3.6,3.0,3.4
Villanova University,Pennsylvania,178.0,4.0,4.1,4.1,4.3,4.1,3.6,4.7,3.2,3.5
University of Northern Colorado,Colorado,329.0,4.0,2.9,3.8,3.5,3.5,3.4,3.7,3.2,2.9
Florida State University,Florida,861.0,4.6,4.1,4.6,4.4,4.5,4.6,3.7,3.7,3.9
Grand Rapids Community College,Michigan,250.0,3.7,3.9,3.9,3.6,2.9,3.0,3.9,3.4,3.4
University of Miami,Florida,435.0,4.5,4.6,4.6,4.5,4.3,4.4,4.5,3.3,3.9
Mott Community College,Michigan,191.0,3.5,3.3,3.7,3.3,2.9,2.9,3.7,3.1,3.4
University of North Carolina at Charlotte,North Carolina,879.0,4.3,4.1,4.1,4.0,3.8,3.6,3.7,3.5,3.6
University of Pittsburgh,Pennsylvania,700.0,4.0,4.4,4.3,4.3,4.1,4.1,3.7,3.2,3.3
University of Southern Maine,Maine,134.0,2.8,3.5,3.0,3.0,2.8,2.7,3.5,2.6,3.6
University of Nebraska - Lincoln,Nebraska,469.0,4.2,4.1,4.2,4.0,4.0,4.0,4.3,3.5,3.5
University of North Texas,Texas,873.0,4.0,3.9,4.1,3.9,3.8,3.8,3.8,3.7,3.6
University of Montana - Missoula,Montana,204.0,4.0,4.5,4.2,3.6,3.5,3.7,3.4,3.4,3.5
University of Nebraska - Kearney,Nebraska,144.0,3.9,3.9,4.1,3.8,3.5,3.7,4.2,2.6,3.3
University of Minnesota - Twin Cities,Minnesota,1136.0,3.9,4.1,3.9,4.0,3.8,3.7,3.1,3.1,3.6
University of Texas at Austin,Texas,630.0,4.3,4.6,4.4,4.5,4.5,4.4,3.5,3.7,4.1
University of Oregon,Oregon,540.0,4.4,4.0,4.2,3.9,3.8,3.9,3.5,3.9,3.6
Harold Washington College,Illinois,129.0,3.1,4.6,3.6,3.3,2.9,2.9,4.1,2.6,3.3
University of Wisconsin - Stout,Wisconsin,274.0,3.9,3.5,4.0,4.0,3.6,3.5,3.9,3.4,3.7
University of South Florida,Florida,944.0,4.3,3.8,4.1,4.0,4.0,3.9,3.8,3.5,4.1
Heartland Community College,Illinois,113.0,3.9,3.8,4.1,3.5,3.0,3.0,4.5,2.7,4.0
University of Nevada Las Vegas,Nevada,626.0,3.5,3.0,3.3,3.4,3.3,3.1,2.6,3.3,3.4
University of Rhode Island,Rhode Island,471.0,3.7,3.5,3.8,3.8,3.7,3.7,4.3,3.1,2.9
Ferris State University,Michigan,370.0,3.6,3.0,3.9,3.6,3.4,3.5,4.0,3.6,2.7
Jackson College,Michigan,72.0,3.3,2.6,3.1,2.8,2.2,2.4,4.1,2.6,3.0
University of Maryland,Maryland,386.0,3.9,3.7,3.9,4.1,3.9,3.9,3.1,3.1,3.4
Florida Atlantic University,Florida,607.0,3.7,3.9,3.6,3.5,3.4,3.3,4.1,3.2,3.7
The University of Texas at Dallas,Texas,729.0,3.7,3.8,3.6,3.9,3.4,2.9,4.4,3.1,3.4
University of Pennsylvania,Pennsylvania,87.0,4.2,4.3,3.9,4.4,4.1,4.1,3.5,3.3,4.2
University of Toledo,Ohio,455.0,3.7,3.2,3.6,3.5,3.3,3.3,3.1,3.2,3.5
Pennsylvania State University- Great Valley,Pennsylvania,9.0,3.9,4.1,4.1,3.6,3.1,3.3,4.7,2.9,4.2
University of Virginia,Virginia,279.0,4.5,4.4,4.4,4.4,4.3,4.4,4.0,3.1,4.0
Pennsylvania State University - Berks,Pennsylvania,95.0,3.6,3.6,3.7,3.6,3.4,3.2,4.6,2.4,3.5
Pennsylvania State University - Abington,Pennsylvania,190.0,3.1,3.3,3.0,2.9,2.8,2.5,4.4,2.4,3.4
Pennsylvania State University - Altoona,Pennsylvania,155.0,3.7,3.2,3.7,3.4,3.2,3.3,4.1,2.8,3.5
Pennsylvania State University - Beaver,Pennsylvania,23.0,3.5,2.9,3.2,3.1,3.0,2.7,4.6,3.2,3.9
Pennsylvania State University - Harrisburg,Pennsylvania,139.0,3.5,2.8,3.3,3.2,3.1,2.9,4.4,2.6,3.7
Pennsylvania State University - Dubois,Pennsylvania,10.0,3.8,3.7,3.9,4.1,3.4,3.6,4.3,3.3,3.8
Pennsylvania State University Brandywine,Pennsylvania,49.0,3.2,3.2,2.9,2.9,2.6,2.4,4.0,2.6,3.2
Pennsylvania State University - Fayette,Pennsylvania,9.0,3.1,2.7,3.2,2.7,2.7,2.6,4.8,3.0,3.6
Pennsylvania State University- Hazleton,Pennsylvania,22.0,3.9,3.3,3.6,3.3,3.1,3.5,3.7,3.3,4.0
Pennsylvania State University - Erie,Pennsylvania,132.0,3.8,3.2,3.6,3.8,3.3,3.0,4.5,2.8,3.9
Pennsylvania State University - Mont Alto,Pennsylvania,29.0,3.4,3.4,3.4,3.1,2.6,2.9,4.3,2.9,3.5
Pennsylvania State University - New Kensington,Pennsylvania,14.0,3.6,3.1,3.7,2.9,2.4,2.7,4.7,3.1,3.7
Pennsylvania State University - Greater Allegheny,Pennsylvania,11.0,2.8,2.5,2.7,2.6,2.0,2.0,4.3,3.2,2.9
Pennsylvania State University - Shenango,Pennsylvania,4.0,4.0,4.0,4.5,4.3,3.8,3.5,4.3,3.8,4.0
Pennsylvania State University - Schuylkill,Pennsylvania,15.0,3.5,2.6,3.1,2.9,2.7,2.7,3.7,2.8,2.3
Pennsylvania State University - Wilkes Barre,Pennsylvania,19.0,3.8,3.3,3.6,3.6,3.3,3.0,4.4,2.6,3.5
Pennsylvania State University - Scranton,Pennsylvania,31.0,2.7,3.0,2.5,2.6,2.3,2.3,3.0,2.4,3.1
Sinclair Community College,Ohio,394.0,3.9,3.7,4.1,3.8,3.1,3.0,4.1,3.6,3.5
Pennsylvania State University - York,Pennsylvania,35.0,3.4,3.4,3.4,3.2,2.8,2.4,4.4,2.8,3.2
Sacramento City College,California,234.0,3.7,3.9,4.0,3.7,3.4,3.3,3.4,3.0,3.7
American River College,California,366.0,3.7,3.8,4.2,3.8,3.2,3.2,4.1,3.3,3.6
University of Nebraska Omaha,Nebraska,398.0,4.0,3.9,3.8,3.7,3.3,2.9,4.2,3.3,3.7
Sierra College,California,323.0,4.0,4.1,4.2,3.8,3.3,3.2,4.4,3.3,3.6
Kutztown University of Pennsylvania,Pennsylvania,348.0,4.0,3.3,3.7,3.4,3.5,3.3,3.6,2.8,2.7
University of South Carolina,South Carolina,924.0,4.4,4.1,4.4,4.2,4.3,4.4,3.7,3.6,3.2
University of Northern Iowa,Iowa,346.0,4.2,4.0,4.2,4.0,3.9,3.8,4.2,3.9,3.6
Palmer College of Chiropractic,Iowa,10.0,2.8,2.2,2.6,3.4,3.6,2.9,2.3,2.6,2.8
San Antonio College,Texas,308.0,3.6,3.6,3.8,3.7,3.3,3.3,3.3,2.9,3.5
Drew University,New Jersey,79.0,4.0,4.3,4.2,4.0,3.6,3.5,4.4,2.3,3.5
Columbia College,South Carolina,39.0,3.9,2.9,3.9,3.9,3.7,3.6,3.9,3.1,2.9
Fullerton College,California,313.0,4.2,4.3,4.3,4.0,3.5,3.5,4.3,3.7,3.4
Beacon College,Florida,7.0,2.6,2.4,2.9,2.9,3.1,2.1,2.8,1.9,2.3
University of Vermont,Vermont,478.0,4.0,4.4,4.2,3.8,4.0,3.8,3.8,2.9,3.4
University of Louisiana at Lafayette,Louisiana,554.0,3.7,3.9,4.0,3.7,3.7,3.8,3.6,3.4,3.0
University of Missouri - Columbia,Missouri,561.0,4.5,4.2,4.3,4.3,4.2,4.3,3.7,3.8,3.3
Florida International University,Florida,868.0,4.2,3.9,3.9,3.8,3.8,3.6,4.3,3.9,3.8
Somerset Community College,Kentucky,24.0,4.0,4.3,4.3,3.8,2.9,2.6,4.0,3.0,4.1
Fort Hays State University,Kansas,132.0,4.1,3.5,4.2,3.9,3.8,3.8,4.1,3.2,3.9
Mesa Community College,Arizona,286.0,3.9,4.0,4.1,3.7,3.3,3.3,4.2,3.2,3.7
University of Rochester,New York,272.0,4.0,3.2,3.8,3.9,3.7,3.3,3.6,3.0,3.5
Vincennes University,Indiana,51.0,3.3,3.0,3.5,3.2,3.0,2.7,3.8,2.9,3.3
Snow College,Utah,211.0,4.2,3.5,4.4,3.7,3.6,4.0,4.6,3.5,3.6
Holyoke Community College,Massachusetts,112.0,3.3,3.7,3.8,3.6,3.4,3.2,4.1,3.2,3.2
Palomar College,California,331.0,3.9,4.0,4.1,3.7,3.1,3.1,4.2,3.2,3.8
University of Scranton,Pennsylvania,205.0,4.3,3.5,4.3,4.1,3.9,3.8,3.8,4.4,3.7
University of Wisconsin - Milwaukee,Wisconsin,526.0,3.6,4.0,3.8,3.8,3.5,3.5,3.0,3.2,3.5
University of Wisconsin - Green Bay,Wisconsin,251.0,4.0,3.5,3.8,3.7,3.4,3.0,4.5,3.0,4.0
Dartmouth College,New Hampshire,38.0,4.6,4.1,4.5,4.6,3.9,4.2,4.2,4.2,4.3
University of San Diego,California,303.0,4.6,4.6,4.3,4.1,3.7,3.5,4.4,4.3,3.7
Monterey Peninsula College,California,127.0,4.1,4.3,4.0,3.4,2.9,2.9,3.8,2.8,3.8
Muskegon Community College,Michigan,88.0,3.3,3.5,3.2,3.0,2.5,2.6,3.6,2.8,2.9
University of Texas at Arlington,Texas,726.0,3.4,3.3,3.3,3.3,3.1,2.9,3.2,3.1,3.5
Virginia Tech,Virginia,418.0,4.6,4.1,4.6,4.5,4.5,4.4,4.5,4.8,4.1
Riverside City College,California,303.0,3.7,3.9,3.9,3.6,3.3,3.1,3.8,3.2,3.5
Duke University,North Carolina,351.0,4.8,4.1,4.6,4.7,4.4,4.4,4.4,4.2,4.5
University of North Carolina at Greensboro,North Carolina,420.0,4.1,3.8,4.0,3.8,3.6,3.5,3.3,3.3,3.5
Fairfield University,Connecticut,181.0,4.4,4.4,4.3,4.3,3.8,3.9,4.7,3.1,3.5
Siena Heights University,Michigan,37.0,3.4,2.9,3.6,3.3,2.9,3.2,3.4,2.6,3.3
Valparaiso University,Indiana,138.0,3.8,3.7,3.9,3.7,3.6,3.4,4.3,3.0,3.3
Harper College,Illinois,419.0,3.9,4.0,3.6,3.4,3.1,2.9,3.6,2.9,3.4
University of North Dakota,North Dakota,385.0,4.1,3.2,4.1,3.8,3.7,3.8,4.3,3.5,3.5
University of Southern Mississippi,Mississippi,292.0,4.0,4.0,4.0,3.8,3.7,3.7,4.0,3.0,3.6
Northern Arizona University,Arizona,680.0,4.0,4.3,4.1,3.5,3.5,3.6,3.8,3.1,3.0
University of Massachusetts Lowell,Massachusetts,414.0,3.5,3.3,3.8,3.7,3.5,3.4,3.6,2.8,3.7
Shoreline Community College,Washington,139.0,3.8,3.9,3.8,3.4,3.2,3.2,4.2,2.9,3.7
Henry Ford College,Michigan,295.0,3.5,3.8,3.7,3.5,3.0,3.0,4.0,3.0,3.3
Chabot College,California,168.0,3.6,3.7,3.7,3.5,3.0,2.9,3.9,2.9,3.4
Del Mar College,Texas,149.0,3.5,3.3,3.7,3.5,2.8,2.9,3.5,3.2,3.2
Frostburg State University,Maryland,167.0,3.4,3.0,3.7,3.3,3.2,3.1,3.8,2.6,2.9
University of Minnesota Duluth,Minnesota,408.0,3.8,4.2,4.0,3.7,3.7,3.6,4.2,2.6,3.8
Santa Monica College,California,572.0,4.0,4.2,4.1,3.9,3.6,3.4,4.1,3.2,3.6
Montcalm Community College,Michigan,19.0,3.3,2.8,3.5,2.8,2.7,2.5,4.1,2.8,3.4
University of Southern California,California,634.0,4.6,3.8,4.6,4.7,4.5,4.6,3.5,3.9,4.2
The University of Tennessee Knoxville,Tennessee,673.0,3.9,4.1,4.2,4.1,4.1,4.1,3.7,3.4,3.7
University of Tennessee - Chattanooga,Tennessee,434.0,3.9,4.2,4.0,3.7,3.5,3.6,3.1,3.2,3.6
University of Memphis,Tennessee,369.0,3.9,3.6,4.0,3.9,3.7,3.7,3.1,3.6,3.8
The University of Tennessee Health Science Center,Tennessee,7.0,3.7,3.6,3.3,3.1,2.9,2.7,1.0,2.9,4.4
DePaul University,Illinois,516.0,4.0,4.6,4.1,4.1,3.7,3.5,3.2,3.1,3.7
University of Southern Indiana,Indiana,380.0,4.3,3.9,4.1,3.8,3.7,3.5,4.3,3.5,3.3
Davenport University,Michigan,78.0,4.1,3.9,3.9,3.8,3.3,3.2,4.4,3.7,3.9
University of Arkansas,Arkansas,753.0,4.3,4.5,4.4,4.2,4.1,4.2,4.2,3.6,3.6
University of Tampa,Florida,526.0,4.2,4.5,3.9,3.8,3.6,3.7,3.8,3.2,2.7
Ursinus College,Pennsylvania,66.0,3.7,3.1,3.8,3.9,3.5,3.5,4.1,2.8,3.1
Virginia Commonwealth University,Virginia,723.0,3.8,4.1,4.2,4.0,3.8,3.8,3.0,3.2,3.6
Westchester Community College,New York,235.0,3.6,3.6,3.7,3.5,3.4,3.1,3.8,2.6,3.3
Cerro Coso Community College,California,21.0,3.0,2.7,3.2,2.8,2.5,2.4,3.0,2.5,3.8
Illinois Central College,Illinois,164.0,3.8,3.7,3.7,3.4,3.0,2.8,4.4,3.4,3.0
Ocean County College,New Jersey,271.0,3.7,4.0,3.0,2.9,2.5,2.4,4.1,2.5,4.1
Columbia College Chicago,Illinois,270.0,3.7,4.6,3.9,3.9,3.3,3.4,3.0,3.2,3.4
University of Arizona,Arizona,821.0,4.4,3.8,4.3,4.1,4.1,4.2,3.4,3.6,4.0
Adrian College,Michigan,48.0,3.6,2.7,3.0,3.0,2.9,2.9,3.3,2.1,2.0
Grossmont College,California,237.0,3.8,3.8,3.9,3.5,3.2,3.1,3.8,3.1,3.3
El Camino College,California,390.0,3.5,3.8,3.6,3.6,3.1,2.9,3.0,2.9,3.0
Martin Luther College,Minnesota,18.0,2.8,2.2,2.8,2.6,2.2,2.3,3.5,2.6,2.3
Ventura College,California,192.0,3.6,4.1,3.8,3.5,2.9,2.8,3.9,2.5,3.3
Santa Rosa Junior College,California,443.0,4.3,4.2,4.3,4.0,3.4,3.3,3.9,3.5,3.7
Oxnard College,California,78.0,3.8,3.7,3.8,3.5,3.1,3.1,4.2,3.3,3.3
Moorpark College,California,359.0,4.0,4.0,4.0,3.6,3.1,2.9,4.2,2.5,3.4
Emmanuel College,Georgia,25.0,3.2,2.8,3.6,3.0,3.0,3.2,3.5,2.9,2.5
Eastern Maine Community College,Maine,16.0,3.6,4.2,3.8,3.4,2.4,2.7,4.2,2.8,2.4
University of Massachusetts - Amherst,Massachusetts,754.0,3.8,3.6,4.1,3.9,3.9,4.1,4.1,4.5,3.2
University of Texas at San Antonio,Texas,814.0,4.0,4.0,3.9,3.9,3.8,3.7,4.1,3.7,3.5
Nassau Community College,New York,430.0,3.4,3.8,3.7,3.5,3.4,3.0,3.3,3.1,3.4
Xavier University,Ohio,246.0,4.2,3.7,4.1,4.1,3.8,3.5,4.0,3.4,3.5
The New School,New York,54.0,3.4,4.8,3.6,3.7,2.6,2.8,3.8,3.4,3.8
DePauw University,Indiana,134.0,4.1,3.0,4.1,4.1,4.0,4.3,4.1,3.1,3.4
Drexel University,Pennsylvania,333.0,3.3,4.2,3.7,4.3,3.6,3.4,3.2,2.8,3.7
University of North Alabama,Alabama,243.0,4.1,4.2,4.2,3.9,3.7,3.7,4.2,3.5,3.2
Cincinnati State,Ohio,137.0,3.6,3.8,4.0,3.6,2.9,2.8,4.2,3.5,3.6
Olympic College,Washington,159.0,3.7,3.5,3.8,3.3,2.9,2.9,4.2,3.2,3.1
University of Washington,Washington,783.0,4.3,4.4,3.9,4.1,3.8,3.5,3.0,3.3,4.1
Florida Agricultural and Mechanical University,Florida,272.0,3.7,3.8,4.2,4.2,4.3,4.4,3.2,3.6,3.5
Tidewater Community College,Virginia,70.0,3.6,3.7,3.5,3.5,3.0,3.1,3.9,3.1,3.8
University of Michigan - Dearborn,Michigan,343.0,3.8,3.7,3.6,3.6,3.2,2.9,3.9,3.0,3.6
Hudson Valley Community College,New York,205.0,3.8,3.6,4.0,3.8,3.4,3.2,3.9,3.2,3.7
SUNY Broome,New York,173.0,3.1,3.4,3.3,3.2,2.8,2.7,4.0,2.8,3.1
Missouri University of Science and Technology,Missouri,186.0,3.4,2.6,3.4,4.3,3.6,3.0,4.3,2.5,3.5
Columbia College,Missouri,63.0,4.1,3.9,3.7,3.5,3.3,3.2,4.3,2.9,3.8
Red Rocks Community College,Colorado,142.0,3.9,4.0,4.0,3.5,3.2,3.1,3.9,3.0,2.9
University of North Florida,Florida,537.0,4.1,4.1,4.0,3.7,3.5,3.4,4.1,3.4,3.4
Southwestern Baptist Theological Seminary,Texas,15.0,3.8,3.3,4.3,3.8,3.0,3.3,4.0,3.1,3.5
SUNY Brockport,New York,273.0,3.3,3.2,3.5,3.3,3.4,3.3,3.7,3.4,3.0
Bellevue College,Washington,358.0,3.6,3.9,3.8,3.4,3.1,2.9,4.0,2.7,3.4
Kellogg Community College,Michigan,46.0,4.0,3.4,3.6,3.3,2.9,2.6,4.1,3.2,3.6
Francis Marion University,South Carolina,182.0,3.5,3.0,3.4,3.3,3.1,3.0,3.9,2.8,2.5
Irvine Valley College,California,259.0,3.6,4.1,3.8,3.5,3.0,2.7,4.4,2.8,3.7
University of Portland,Oregon,158.0,4.2,4.1,4.2,4.0,3.5,3.4,4.2,3.6,3.2
Joliet Junior College,Illinois,263.0,3.9,3.8,3.9,3.6,3.4,3.2,4.3,3.5,3.8
Mount St. Joseph University,Ohio,25.0,3.4,3.2,3.5,3.6,3.3,3.0,4.3,2.8,3.0
Ferrum College,Virginia,36.0,3.6,2.8,3.4,3.1,3.4,3.1,3.7,2.5,2.3
Lansing Community College,Michigan,294.0,3.9,3.7,3.7,3.4,2.8,2.9,3.9,3.2,3.6
Kalamazoo Valley Community College,Michigan,193.0,4.2,3.8,4.0,3.5,2.8,3.0,4.4,3.4,3.2
University of Notre Dame,Indiana,182.0,4.6,3.1,4.3,4.7,4.3,4.1,4.4,4.0,4.2
North Central Michigan College,Michigan,43.0,3.7,3.7,3.4,2.9,2.1,2.7,4.1,3.0,2.8
Parkland College,Illinois,82.0,3.9,3.8,4.0,3.8,3.2,3.0,4.5,3.2,3.7
Foothill College,California,222.0,4.4,4.2,4.4,4.1,3.5,3.4,4.7,3.4,4.0
Tompkins Cortland Community College,New York,59.0,3.5,3.3,3.9,3.7,3.1,3.1,4.3,2.7,3.2
Mendocino College,California,32.0,4.0,4.1,3.9,3.2,2.7,3.0,4.1,3.3,3.3
Duquesne University,Pennsylvania,301.0,3.8,4.3,3.9,3.9,3.4,3.3,4.2,2.8,3.0
Los Angeles Harbor College,California,121.0,3.7,3.7,4.1,3.9,3.0,3.2,4.0,2.8,3.5
Dillard University,Louisiana,19.0,2.6,3.4,2.5,3.3,2.8,2.7,2.4,2.3,2.9
Stevenson University,Maryland,149.0,4.0,3.7,3.7,4.0,3.3,3.1,4.4,2.9,2.9
Delaware State University,Delaware,73.0,3.3,2.8,2.8,3.2,3.2,3.3,3.0,2.8,2.5
New College of Florida,Florida,31.0,3.0,3.8,3.8,3.8,3.2,3.4,4.0,2.3,3.2
University of New Orleans,Louisiana,247.0,3.4,3.8,3.8,3.6,3.2,3.1,3.5,3.2,3.4
Central Carolina Technical College,South Carolina,33.0,3.1,3.6,3.5,3.2,2.5,2.2,4.1,2.3,3.4
University of Oklahoma,Oklahoma,466.0,4.3,4.1,4.2,4.1,4.1,4.1,4.3,3.9,3.7
Greenville Technical College,South Carolina,191.0,3.2,3.8,3.5,3.4,2.6,2.7,4.2,2.4,3.4
Yuba College,California,82.0,2.8,2.7,3.2,2.8,2.4,2.5,3.2,2.8,3.0
East Georgia State College,Georgia,23.0,3.8,3.4,3.8,3.1,2.9,3.0,4.5,3.1,3.5
Lackawanna College,Pennsylvania,27.0,2.6,2.7,2.6,2.6,2.6,2.3,3.4,2.4,3.0
University of Utah,Utah,628.0,4.2,4.2,4.0,4.0,3.5,3.5,3.7,3.1,3.8
Elgin Community College,Illinois,218.0,4.0,3.9,4.0,3.6,3.5,3.3,4.3,3.3,3.4
Arkansas State University - Beebe,Arkansas,53.0,4.0,4.0,4.4,3.7,3.2,3.3,4.6,3.5,3.8
University of New Mexico,New Mexico,537.0,3.6,3.3,3.6,3.4,3.2,3.2,2.2,3.1,3.1
Florida State College at Jacksonville,Florida,454.0,3.8,4.1,3.8,3.6,3.1,3.1,3.7,3.2,3.8
Dickinson College,Pennsylvania,90.0,4.1,3.3,4.0,4.1,3.8,3.5,4.0,3.2,3.5
St. John Fisher University,New York,123.0,4.3,4.1,4.0,3.9,3.5,3.4,4.6,4.4,3.7
Delaware Technical Community College,Delaware,59.0,3.0,3.2,3.2,3.3,2.6,2.4,4.0,2.8,3.2
Centenary University,New Jersey,61.0,2.9,3.0,3.2,2.9,2.4,2.5,4.0,2.7,3.1
Truckee Meadows Community College,Nevada,175.0,4.1,3.6,4.1,3.8,2.9,3.1,4.6,3.4,3.6
Monroe Community College,New York,270.0,3.5,3.8,3.7,3.5,3.2,3.0,3.8,2.9,3.4
Genesee Community College,New York,69.0,3.6,3.4,3.7,3.3,3.2,3.0,4.1,2.9,3.6
Aims Community College,Colorado,42.0,4.1,4.0,4.2,3.7,2.9,3.2,4.7,3.0,4.1
Aiken Technical College,South Carolina,40.0,3.4,3.5,3.0,3.1,2.6,2.5,4.4,2.6,3.4
SUNY Adirondack,New York,76.0,3.2,3.8,3.7,3.3,3.1,2.8,3.7,2.8,3.0
Allegany College of Maryland,Maryland,34.0,2.8,2.8,3.0,2.7,2.1,2.2,4.1,2.5,2.8
Alamance Community College,North Carolina,41.0,3.3,3.7,3.6,3.3,3.2,2.8,3.6,2.0,3.4
Alexandria Technical & Community College,Minnesota,12.0,3.5,4.1,4.2,4.1,2.8,2.9,4.8,3.1,3.8
Central New Mexico Community College,New Mexico,316.0,3.9,4.1,4.2,3.8,2.7,2.9,3.8,3.3,3.8
Allen Community College,Kansas,12.0,3.8,2.8,4.0,3.1,2.8,3.1,3.4,3.2,3.5
Alpena Community College,Michigan,16.0,3.1,3.3,3.1,3.0,2.3,2.2,4.6,2.7,3.3
Alvin Community College,Texas,93.0,4.0,3.9,4.2,3.7,3.4,3.5,4.6,3.6,3.9
Allan Hancock College,California,117.0,3.8,4.0,4.1,3.8,3.2,3.3,4.6,3.2,3.6
American Academy of Dramatic Arts,California,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.9,1.0,4.0
American Academy of Dramatic Arts,New York,11.0,2.2,3.9,2.8,2.4,2.1,2.9,3.6,1.6,2.5
Amarillo College,Texas,60.0,3.7,3.8,4.0,3.6,3.3,3.3,3.6,2.4,3.7
Andrew College,Georgia,8.0,2.4,2.0,3.1,2.5,2.8,2.8,3.1,1.8,1.8
Angelina College,Texas,45.0,3.2,3.5,3.6,3.1,2.6,2.5,3.4,2.8,3.2
Antelope Valley College,California,268.0,3.3,3.5,3.5,3.3,3.0,3.0,3.7,3.2,3.2
Anoka Technical College,Minnesota,16.0,3.2,3.4,3.5,3.4,1.9,2.3,5.0,3.4,3.3
Anoka-Ramsey Community College,Minnesota,125.0,3.7,3.8,3.8,3.4,3.2,2.9,4.2,3.0,3.5
Arizona Automotive Institute,Arizona,1.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,1.0,3.0
Arizona Western College,Arizona,88.0,3.8,3.3,3.6,3.4,2.8,2.8,4.5,3.1,3.1
Arapahoe Community College,Colorado,105.0,3.6,3.8,4.0,3.5,3.0,2.9,4.2,2.7,3.3
